web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw,rooms,area,price
1662023698-469,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=38,"2,5 Zimmer, 54 m², CHF 3800.—","Klosbachstrasse 44, 8032 Zürich, ZH",CHF 3800.—,"«2.5 Zr im Weinegg, 10 Min. z Seefeld, voll möbliert, flex Mietdauer, S»","2,5 Zimmer, 54 m², CHF 3800.—Klosbachstrasse 44, 8032 Zürich, ZH«2.5 Zr im Weinegg, 10 Min. z Seefeld, voll möbliert, flex Mietdauer, S»Genießen Sie einen optimierten, problemlosen und schnellen Buchungsprozess mit individuellen Preisen basierend auf Ihrer Aufenthaltsdauer und erhalten Sie Zugang zu den besten Wohnungen von Zürich! und das alles im Rahmen flexibler Mietverträge!Erleben Sie mit Blueground Zürich ein neues Lebensgefühl!Schließe jetzt einen Mietvertrag für 12+ monate zum günstigen Tarif von 3800 CHF.Richtpreise/Mietdauer:6-monatiger Mietdauer: CHF 4590 */p.M.3-monatiger Mietvertrag: CHF 4680 */p.M.2-monatiger Mietvertrag: CHF 4720 */p.M.1-monatiger Mietvertrag: CH",2.5,54,3800
1662023801-1271,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=5,"4 Zimmer, 73 m², CHF 1600.—","Hegifeldstrasse 72, 8404 Reutlingen (Winterthur), ZH",CHF 1600.—,«Gemütliche 4-Zimmer-Wohnung in Winterthur-Hegi»,"top4 Zimmer, 73 m², CHF 1600.—Hegifeldstrasse 72, 8404 Reutlingen (Winterthur), ZH«Gemütliche 4-Zimmer-Wohnung in Winterthur-Hegi»An der Hegifeldstrasse 72 vermieten wir per 01. November 2022 eine schöne 4-Zimmer-Wohnung. Die Lage des Mehrfamilienhauses ist eher ländlich und doch sehr zentral. Die Bushaltestelle ist in unmittelbarer Nähe und der Bahnhof-Oberwinterthur ist zu Fuss in ca. 10-15 Minuten erreichbar. Einkaufmöglichkeiten wie Coop, Migros, MediaMarkt, etc. sind ebenfalls gut zu Fuss erreichbar.Das Bad/WC wurde vor ca. 6 Jahren frisch saniert. Im Wohnzimmer ist ein Parkett verlegt und in den Schlafzimmern wie auch im Korridor ein schöner heller Laminatboden. Die",4.0,73,1600
1662023686-375,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=42,"3,5 Zimmer, 78 m², CHF 2450.—","Zürichstrasse 82, 8118 Pfaffhausen, ZH",CHF 2450.—,«Feldhof - Stillvoll. Ländlich. Lebenswert.»,"3,5 Zimmer, 78 m², CHF 2450.—Zürichstrasse 82, 8118 Pfaffhausen, ZH«Feldhof - Stillvoll. Ländlich. Lebenswert.»Der 1844 erbaute Feldhof ist das älteste, historisch bedeutendste Gebäude Pfaffhausens. Jetzt entsteht rund um das markante Gebäude das gleichnamige Wohnprojekt «Feldhof». Insgesamt 20 Wohnungen mit unterschiedlichen Grundrissen und Besonderheiten. So finden sich in der Liegenschaft:Haus A und B (Altbau - totalsaniert) Einzug ab 01.12.2022:1.5-Zimmer-Wohnungen3.5-Zimmer-Maisonette-Wohnungen mit Sitzplatz2.5-Zimmer-GaleriewohnungHaus C (Neubau) Einzug ab sofort oder nach Vereinbarung:1.5 Zimmer-Wohnungen2.5 Zimmer-Wohnungen mit oder ohne GalerieAnbieter kontaktierenKontaktieren",3.5,78,2450
1662023730-705,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=28,"3,5 Zimmer, 90 m², CHF 1570.—","Tösstalstrasse 345, 8482 Sennhof (Winterthur), ZH",CHF 1570.—,«08/15 - hier nicht - Dachwohnung mit tollem Grundriss»,"3,5 Zimmer, 90 m², CHF 1570.—Tösstalstrasse 345, 8482 Sennhof (Winterthur), ZH«08/15 - hier nicht - Dachwohnung mit tollem Grundriss»Neu",3.5,90,1570
1662023730-715,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=28,"3,5 Zimmer, 80 m², CHF 1800.—","Zürcherstrasse 10, 8104 Weiningen ZH, ZH",CHF 1800.—,«Auf zwei Etagen verteilt»,"3,5 Zimmer, 80 m², CHF 1800.—Zürcherstrasse 10, 8104 Weiningen ZH, ZH«Auf zwei Etagen verteilt»Diese schöne, charmante und zentral gelegene Maisonette-Wohnung wird per sofort vermietet. Die Wohnung liegt im Herzen von Weinigen. Diverse Einkaufsmöglichkeiten, Restaurants und ÖV-Anschluss sind in unmittelbarer Nähe. Die Wohnung verfügt über einen durchdachten Grundriss. Der Eingangsbereich, die offene Küche mit Wohn- und Essbereich sind grosszügig und führen über die Treppe zu den Schlafzimmern. Ein Aussenparkplatz kann dazu gemietet werden (CHF 60.-/Monat).Dieses properti-Angebot zeichnet sich durch folgende Vorteile aus: Grosszügige, cha",3.5,80,1800
1662023711-554,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=34,"3 Zimmer, 76 m², CHF 1495.—","Mülistr. 2, 8320 Fehraltorf, ZH",CHF 1495.—,«Moderne 3-Zimmerwohnung mit Balkon sucht Mieter!»,"3 Zimmer, 76 m², CHF 1495.—Mülistr. 2, 8320 Fehraltorf, ZH«Moderne 3-Zimmerwohnung mit Balkon sucht Mieter!»",3.0,76,1495
1662023701-492,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=37,"4,5 Zimmer, 116 m², CHF 1690.—","8494 Bauma, ZH",CHF 1690.—,«LÄNDLICH UND RUHIG»,"4,5 Zimmer, 116 m², CHF 1690.—8494 Bauma, ZH«LÄNDLICH UND RUHIG»Etwas ausserhalb von Bauma, in der schönen Natur, bieten wir Ihnen eine lichtdurchflutete und heimelige Wohlfühloase. Die Etagen-Wohnung verfügt über perfekt aufgeteilte Räumlichkeiten mit viel Platz und einem wunderschönen Kachelofen. Die Wohnung bietet keinen Balkon, dafür ist der riesige Garten mit Gartenbeet und Spielplatz zur Mitbenützung. Wer das Landleben sucht ist hier genau an der richtigen Adresse. Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- Garagenplatz für CHF 120.- und Aussenparkplatz für CHF 50.- können Anbieter kontaktierenKontaktieren",4.5,116,1690
1662023807-1307,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=3,"3,5 Zimmer, 73 m², CHF 2050.—","Strehlgasse 27, 8472 Seuzach, ZH",CHF 2050.—,«Modernes und zentrales Wohnen»,"top3,5 Zimmer, 73 m², CHF 2050.—Strehlgasse 27, 8472 Seuzach, ZH«Modernes und zentrales Wohnen»Per sofort oder nach Vereinbarung vermieten wir diese schöne und top moderne 3.5-Zimmerwohnung. Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenKüche und Nasszelle mit pflegeleichtem PlattenbodenGrosszügiges und helles WohnzimmerKüche mit Glaskeramikherd, Geschirrspüler, Backofen und viel Stauraum für Ihre KüchenutensilienBadezimmer mit WC, Lavabo, Spiegelschrank, Badewanne und DuscheEin eigener Waschturm (Waschmaschine und Trockner) ist im Badezimmer vorhandenKorridor mit EinbauschränkenBalkon für gemüAnbieter kontaktierenKontaktieren",3.5,73,2050
1662023723-649,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=30,"3,5 Zimmer, 86 m², Preis auf Anfrage","Hagenholzstrasse 55, 8050 Zürich, ZH",Preis auf Anfrage,«Ihr neuer Wohntraum im Tower55 - Oerlikon»,"3,5 Zimmer, 86 m², Preis auf AnfrageHagenholzstrasse 55, 8050 Zürich, ZH«Ihr neuer Wohntraum im Tower55 - Oerlikon»Exklusive ApartmentsResidieren im Tower55 mit Blick auf die Skyline von Zürich. Der neue Leuchtturm im trendigen Zürich-Oerlikon bietet hochwertig ausgestattete, lichtdurchflutete 2.5 bis 4.5-Zimmer Apartments mit grandioser Aussicht zur Miete. Die Adresse für Menschen mit höchsten Ansprüchen, die das metropolitane Lebensgefühl suchen, die Nähe zum Zentrum Zürich schätzen, aber auch gerne in die Ferne reisen und darum die Nähe zum Hauptbahnhof und Flughafen schätzen. Willkommen in Ihrem neuen Wohntraum - der Tower fifty five ist ab Spätsommer 2",3.5,86,
1662023755-911,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=20,"3 Zimmer, 55 m², CHF 1543.—","Ueberlandstrasse 125, 8953 Dietikon, ZH",CHF 1543.—,«Schön wohnen in Dietikon!»,"3 Zimmer, 55 m², CHF 1543.—Ueberlandstrasse 125, 8953 Dietikon, ZH«Schön wohnen in Dietikon!»Per 01.10.2022 vermieten wir eine geräumige 3 Zimmer-Wohnung an der Ueberlandstrasse 125 in Dietikon. Die Wohnung ist auf 55 Quadratmeter wie folgt ausgestattet:- Küche mit Kochherd- Laminat in Wohn- und Schlafbereich- Balkon- KellerabteilWaschküche und Trockenraum zur MitbenützungDie öffentlichen Verkehrsmittel sowie Einkaufsmöglichkeiten sind in wenigen Gehminuten erreichbar.Zögern Sie nicht die Wohnung zu besichtigen.Haben wir Ihr Interesse geweckt? Die Besichtigungstermine finden am So, 04.09.2022 zwischen 12.00-13.00 Uhr und am 05.09.2022 Anbieter kontaktierenKontaktieren",3.0,55,1543
1662023730-700,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=28,"1 Zimmer, 64 m², CHF 2390.—","Birchstrasse 98, 8050 Zürich, ZH",CHF 2390.—,«Moderne Loft in Oerlikon»,"1 Zimmer, 64 m², CHF 2390.—Birchstrasse 98, 8050 Zürich, ZH«Moderne Loft in Oerlikon»Wir vermieten per 01.11.2022 oder nach Vereinbarung diese moderne Loftwohnung an zentraler Lage. Die Wohnung verfügt über 64m2 und bietet Ihnen folgenden Komfort:Wohnräume mit ParkettbodenOffene Küche mit viel Stauraum und modernster Ausstattung (Glaskeramikherd, Geschirrspüler, Backofen etc.)Modernes Bad/WC mit PlattenbodenEinbauschränke im Korridor und SchlafbereichGartensitzplatzWaschmaschine/TumblerKellerabteil vorhandenMieterapp vorhandenZudem kann ein Auto-Einstellplatz für monatlich CHF 180.00 dazu gemietet werden.Zahlreiche EinkaufsmöglAnbieter kontaktierenKontaktieren",1.0,64,2390
1662023798-1240,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=6,"2,5 Zimmer, 83 m², CHF 2715.—","Eichstrasse 34b, 8712 Stäfa, ZH",CHF 2715.—,«Moderne Traumwohnung in Stäfa mit direktem Zugang zum Goetheweg!»,"top2,5 Zimmer, 83 m², CHF 2715.—Eichstrasse 34b, 8712 Stäfa, ZH«Moderne Traumwohnung in Stäfa mit direktem Zugang zum Goetheweg!»An einem der schönsten Orte in Stäfa entstanden 2013 zwei spezielle Gebäudekörper, die sich durch ihre Setzung und Gestaltung der phantastischen Aussicht auszeichnen und der Sonne zuwenden. Die Gebäude fügen sich in die Umgebung ein und hinterlassen einen architektonisch durchkonzipierten Gesamteindruck, welcher dem Ort eine individuelle Identität gibt.Wir vermieten per 1. Oktober 2022 diese helle 2.5-Zimmerwohnung, welche Ihnen folgende Annehmlichkeiten bietet:Erdgeschoss-WohnungElegante Innenräume mit grossen FensterfrontenHochwertige, offeneAnbieter kontaktierenKontaktieren",2.5,83,2715
1662023813-1358,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=1,"4,5 Zimmer, 115 m², CHF 2580.—","Birkenweg 22, 8471 Berg (Dägerlen), ZH",CHF 2580.—,«Erstbezug im Eigentumsstandard»,"premium4,5 Zimmer, 115 m², CHF 2580.—Birkenweg 22, 8471 Berg (Dägerlen), ZH«Erstbezug im Eigentumsstandard»Nach Vereinbarung vermieten wir diese sonnige Neubauwohnung im Eigentumsstandard.Das Mehrfamilienhaus verfügt über eine Photovoltaik-Anlage und eine umweltfreundliche Sole/Wasser Wärmepumpe für die Bodenheizung sowie Warmwasseraufbereitung und ist Minergie zertifiziert.Die Liegenschaft befindet sich im idyllischen Berg umgeben von Naherholungsgebieten. Zur Postautohaltestelle gelangt man rasch zu Fuss. Ebenfalls befinden sich ein Volg und die Landi im Nachbardorf.Mit dem Postauto mit regelmässigen Verbindungen nach Winterthur sind Sie gut an daAnbieter kontaktierenKontaktieren",4.5,115,2580
1662023774-1034,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=14,"4 Zimmer, 98 m², CHF 3350.—","Kreuzstrasse 7, 8400 Winterthur, ZH",CHF 3350.—,«ERSTVERMIETUNG: stilvoll sanierte 4-Zimmer-Stadtwohnung mit eigenem Garten»,"4 Zimmer, 98 m², CHF 3350.—Kreuzstrasse 7, 8400 Winterthur, ZH«ERSTVERMIETUNG: stilvoll sanierte 4-Zimmer-Stadtwohnung mit eigenem Garten»",4.0,98,3350
1662023701-500,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=37,"3,5 Zimmer, 71 m², CHF 1790.—","Zelgstrasse 48, 8134 Adliswil, ZH",CHF 1790.—,«Gemütlich 3.5-Zimmer-Wohnung in Adliswil»,"3,5 Zimmer, 71 m², CHF 1790.—Zelgstrasse 48, 8134 Adliswil, ZH«Gemütlich 3.5-Zimmer-Wohnung in Adliswil»Wir vermieten per 16. Oktober 2022 oder nach Vereinbarung eine gemütliche 3.5 Zimmer-Wohnung an der Zelgstrasse 48 in 8134 Adliswil.Die Zimmer sind alle mit einem Parkettboden verlegt. Die Böden im Entrée, der Küche sowie den Nasszellen sind mit einem pflegeleichten Plattenboden versehen. Das Objekt verfügt zudem über einen praktischen Grundriss.Die Küche bietet ein Glaskeramikkochfeld, ein Geschirrspüler sowie einen grossen Kühlschrank mit separaten Gefrierfächern. Die Einrichtung bietet ausreichend Stauraum. Dazu verfügt die Küche über einen",3.5,71,1790
1662023786-1136,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=10,"3,5 Zimmer, 75 m², CHF 2270.—","Obere Leihofstrasse 13, 8820 Wädenswil, ZH",CHF 2270.—,«MIETEN OHNE KAUTION - Grosszügige 3.5-Zimmerwohnung mit Seesicht!»,"3,5 Zimmer, 75 m², CHF 2270.—Obere Leihofstrasse 13, 8820 Wädenswil, ZH«MIETEN OHNE KAUTION - Grosszügige 3.5-Zimmerwohnung mit Seesicht!»Wir vermieten per 16. September 2022 oder nach Vereinbarung diese neu sanierte 3.5 Zimmer-Wohnung mit schöner Aussicht.Auf diese Highlights können Sie sich freuen:- Sanierung 2022- Offene Küche mit modernen Elektrogeräte und Geschirrspüler- Bad/WC mit Plattenboden- Wohn- und Schlafbereich mit Parkettböden- Separates Reduit für mehr Stauraum- Sonniger Balkon- Einstellplatz à CHF 130.-/Monat je nach Verfügbarkeit anmietbar- Ruhige Lage (Sackgasse)- Gepflegte Überbauung mit vielen Grünflächen- Bus-Haltestelle in der NäheHaben wir Ihre Neugier geweVirtuelle TourAnbieter kontaktierenKontaktieren",3.5,75,2270
1662023742-816,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=24,"1,5 Zimmer, 90 m², CHF 1890.—","Usterstrasse 44, 8620 Wetzikon ZH, ZH",CHF 1890.—,«Erstvermietung: Smart Living in Wetzikon - Atelier/Loft»,"1,5 Zimmer, 90 m², CHF 1890.—Usterstrasse 44, 8620 Wetzikon ZH, ZH«Erstvermietung: Smart Living in Wetzikon - Atelier/Loft»""Erstvermietung: Smart Living in Wetzikon""In Wetzikon an zentraler Lage erwartet Sie eine ansprechende und grosszügige Loftwohnung mit viel Platz zur individuellen Entfaltung. Die Wohnung überzeugt mit einem hohen Ausbaustandard, einer hochwertigen Küche mit modernsten Küchengeräten sowie einem gemütlicher Sitzplatz, der zum Verweilen einlädt.Das Loft bietet Ihnen:- Erstbezug- Durchdachter Grundriss- Grosszügiger Wohn- und Essbereich- Offene, moderne Küche mit Küchengeräten der Marke Siemens- Gemütlicher Sitzplatz à rund 14 m²- Badezimmer mit D",1.5,90,1890
1662023704-512,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=36,"4,5 Zimmer, 95 m², CHF 1950.—","Regensbergstrasse 8, 8157 Dielsdorf, ZH",CHF 1950.—,«ZENTRAL UND RENOVIERT»,"4,5 Zimmer, 95 m², CHF 1950.—Regensbergstrasse 8, 8157 Dielsdorf, ZH«ZENTRAL UND RENOVIERT»Diese zentral gelegene Wohnung wurde erst kürzlich renoviert. Die Materialien sind hochwertig und wurden sorgfältig gewählt. Die vielen Fenster lassen Sonne einfliessen und verschaffen ein wohlwollendes Ambiente. Einkaufsmöglichkeiten und der Anschluss an die öffentlichen Verkehrsmittel finden Sie in unmittelbarer Nähe. Die drei Zimmer sind grosszügig und bieten genug Platz für Ihre Privatsphäre. Treten Sie ein!Dieses properti-Angebot zeichnet sich durch folgende Vorteile aus:Frisch renoviertSonniger BalkonRuhige und zentrale LageTiefgaragenpla",4.5,95,1950
1662023780-1083,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=12,"4,5 Zimmer, 89 m², CHF 2540.—","In Lampitzäckern 45, 8305 Dietlikon, ZH",CHF 2540.—,«Grosszügige Wohnung»,"4,5 Zimmer, 89 m², CHF 2540.—In Lampitzäckern 45, 8305 Dietlikon, ZH«Grosszügige Wohnung»Grosszügige und lichtdurchflutete Wohnung sucht Sie! Im Jahr 2018 wurde die Wohnung totalsaniert und kann Ihnen nun folgendes bieten:- Offene moderne Küche- Boden Parkett (ausgenommen Nasszellen)- Eigene Waschmaschine / Tumbler- Bad / WC- Dusche / WC- Kellerabteil- Grosszügiger Balkon- Div. nahe Einkaufsmöglichkeiten- Kinderfreundliche Umgebung- Kein LiftDie Bilder zeigen den Standard und können allenfalls ein wenig abweichen.Wir freuen uns auf Ihre Bewerbung!Virtuelle TourAnbieter kontaktierenKontaktieren",4.5,89,2540
1662023745-817,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=23,"3,5 Zimmer, 100 m², CHF 2710.—","Riedhofstrasse 58, 8408 Winterthur, ZH",CHF 2710.—,«Wir suchen genau Sie»,"3,5 Zimmer, 100 m², CHF 2710.—Riedhofstrasse 58, 8408 Winterthur, ZH«Wir suchen genau Sie»Per 01.10.2022 vermieten wird diese schöne 3.5-Zimmerwohnung in Winterthur.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:- Wohn- und Schlafzimmer mit Parkettboden- Küche und Badezimmer mit dunklem pflegeleichtem Plattenboden- Grosses und helles Wohnzimmer- Geräumige Schlafzimmer mit viel Tageslicht- Küche mit Glaskeramikherd, Geschirrspüler, Backofen auf Sichthöhe und ausreichend Stauraum für Ihre Küchenutensilien- Badezimmer mit WC, Lavabo, Spiegelschrank und Badewanne- Eingangsbereich mit praktischen Einbauschränken- Grosser Balkon für gAnbieter kontaktierenKontaktieren",3.5,100,2710
1662023798-1242,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=6,"4,5 Zimmer, CHF 1650.—","Kirchstr. 2, 8353 Elgg, ZH",CHF 1650.—,«Geräumige 4.5-Zimmmerwohnung mit riesengrosser Terrasse»,"top4,5 Zimmer, CHF 1650.—Kirchstr. 2, 8353 Elgg, ZH«Geräumige 4.5-Zimmmerwohnung mit riesengrosser Terrasse»Die Wohnung breitet sich auf 75 Quadratmeter aus. Zusätzlich verfügt die Wohnung über einen internen Estrich mit 35m2 und einer Galerie von 20m2.Die Küche ist in einem sehr guten Zustand und hat einen Geschirrspüler und viele Küchenschränke und Schubladen.Entspannen Sie sich am Feierabend auf der geräumigen Terrasse.Haben wir Interesse geweckt? Zögern Sie nicht, uns für einen Besichtigungstermin zu kontaktieren!",4.5,,1650
1662023801-1259,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=5,"2 Zimmer, 52 m², CHF 995.—","Sihltalstrasse 68, 8135 Langnau am Albis, ZH",CHF 995.—,«Genossenschaftswohnung»,"top2 Zimmer, 52 m², CHF 995.—Sihltalstrasse 68, 8135 Langnau am Albis, ZH«Genossenschaftswohnung»Es ist eine schön renovierte Altbauwohnung an optimaler Zentrumslage in der Nähe von Schulhäusern & Hallenbad, Einkaufgelegenheiten, Post & Bahnhof alles innerhalb von      10 Minuten zu Fuss erreichbar.in einer kleinen Genossenschaft mit seltenem Mieterwechsel! Eine Mitarbeit im Vorstand ist erwünscht. Notwendiges Anteilscheinkapital Fr. 3'000.-, mit Verzinsung.Bewerbungsschreiben bitte senden an:Siedlungs-Baugenossenschaft                                    Sihltalstrasse 60, 8135 Langnau a/A",2.0,52,995
1662023795-1213,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=7,"4,5 Zimmer, 117 m², CHF 2180.—","Gewerbestrasse 21, 8155 Niederhasli, ZH",CHF 2180.—,«Grosszügige Familienwohnung mit sonnigem Balkon»,"4,5 Zimmer, 117 m², CHF 2180.—Gewerbestrasse 21, 8155 Niederhasli, ZH«Grosszügige Familienwohnung mit sonnigem Balkon»In kinderfreundlicher Umgebung vermieten wir diese helle und grosszügige 4.5-Zimmerwohnung, die Ihnen nebst dem modernen Ausbaustandard die folgende Ausstattung bietet:- Einbauschrank im Entrée- alle Zimmer mit Parkettboden- grosszügiges Wohn- und Esszimmer- moderne, offene Küche- mit Geschirrspüler- mit Granitabdeckung- Badezimmer/WC - Dusche/WC- eigene Waschmaschine mit Tumbler- grosser und sonniger Balkon ca. 12.5 m2- geräumiges Kellerabteil- LiftEs handelt sich um Musterbilder, die den Ausbaustandard zeigen. Die genaue Raumaufteilung entnehNeuAnbieter kontaktierenKontaktieren",4.5,117,2180
1662023692-415,https://www.immoscout24.ch/de/wohnung/mieten/kanton-zuerich?pn=40,"2,5 Zimmer, 59 m², CHF 2480.—","Badenerstrasse 701, 8048 Zürich, ZH",CHF 2480.—,«Single-Wohnung an der besten Lage»,"2,5 Zimmer, 59 m², CHF 2480.—Badenerstrasse 701, 8048 Zürich, ZH«Single-Wohnung an der besten Lage»Wir vermieten ab dem 01.11.2022 diese helle 2.5-Zimmer Wohnung. - Zeitgemässe Küche - Helle Parkettböden in den Zimmer und der Küche - Badezimmer mit Badewanne und Waschturm - Besonders großzügiges Schlafzimmer - Durchdachte GrundrisseDer direkte Zugang zur Tiefgarage und das grossflächige Kellerabteil runden diese tolle Wohnung ab.* Die Bilder zeigen lediglich eine Musterwohnung und können von der tatsächlichen Wohnung leicht abweichen*  Die Haltestelle ""Bachmattstrasse"" ist in einer Gehminute erreichbar. Den Bahnhof Altstetten sowie die umlie",2.5,59,2480
